-1.342307307368e-04,-4.738154085586e-04,4.371028561400e-02
-1.324364917679e-04,-4.809197224110e-04,4.543356289628e-02
-1.148457389206e-04,-4.814325580961e-04,4.816017035989e-02
-1.249893231119e-04,-4.603323405232e-04,5.080095962194e-02
-1.221185889477e-04,-4.758775232494e-04,5.313192273388e-02
-1.491103524245e-04,-4.680924883978e-04,5.456779070732e-02
-1.343184985103e-04,-4.710380632824e-04,5.528422545285e-02
-1.528524721834e-04,-4.924893970030e-04,5.564960735569e-02
-1.485814835860e-04,-4.772285061085e-04,5.582424901866e-02
-1.748252694824e-04,-5.046330704258e-04,5.593549898357e-02
-1.679505068495e-04,-4.755502724585e-04,5.606252599864e-02
-1.828642361517e-04,-4.646719469602e-04,5.615178616608e-02
-1.614766148066e-04,-4.701906088376e-04,5.643765025343e-02
-1.933531419382e-04,-4.863151314970e-04,5.723715554632e-02
-1.903030325394e-04,-4.659887305729e-04,5.794945817979e-02
-2.079211447494e-04,-4.762548937887e-04,5.841794723119e-02
-1.978607414799e-04,-4.683648976152e-04,5.867966063215e-02
-2.066674608585e-04,-4.734086704634e-04,5.811446906318e-02
-2.098411529659e-04,-4.599646593243e-04,5.561473117996e-02
-2.298536299321e-04,-4.778895705148e-04,5.364476425802e-02
-2.378460887513e-04,-4.720748917701e-04,5.285376181700e-02
-2.385988363613e-04,-4.762893775008e-04,5.293924331272e-02
-2.676166850648e-04,-4.803767273891e-04,5.339322856526e-02
-2.383903535446e-04,-4.622318668105e-04,5.400083643144e-02
-2.523074426932e-04,-4.846895572273e-04,5.449659039789e-02
-2.655102227749e-04,-4.489663272063e-04,5.486891128339e-02
-2.599296453099e-04,-4.628898603942e-04,5.515139147974e-02
-2.680532265771e-04,-4.793294900474e-04,5.529453569216e-02
-2.881079180668e-04,-4.665452533217e-04,5.546216625953e-02
-3.070996103105e-04,-4.943054961177e-04,5.551605441906e-02
-3.156349663556e-04,-4.838758411958e-04,5.562788834959e-02
-3.221887976537e-04,-4.981059537146e-04,5.571400900772e-02
-3.199093250572e-04,-4.672956156793e-04,5.592817557869e-02
-3.241904859834e-04,-4.610421525290e-04,5.675252711171e-02
-3.522263283742e-04,-4.677599916209e-04,5.905867156184e-02
-3.566268613469e-04,-4.717677954421e-04,6.353377966639e-02
-3.610336994910e-04,-4.833849084628e-04,6.540031530767e-02
-3.802157316102e-04,-4.590960536614e-04,6.750808711649e-02
-3.789029967862e-04,-4.639595608059e-04,6.370686039736e-02
-3.627456109712e-04,-4.687820547843e-04,5.911043336528e-02
-3.979586536644e-04,-4.751502396653e-04,5.601328047123e-02
-4.034715932733e-04,-4.765619850961e-04,5.454117653744e-02
-4.196406347887e-04,-4.845145100102e-04,5.416263101665e-02
-4.227251602629e-04,-4.691989436922e-04,5.434633896311e-02
