1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,1.505336561942e-05,1.018692195061e-05,3.575969190850e-08,1.808722338263e+02
1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,-1.788880253618e-05,1.522670045534e-06,-3.433980324316e-08,1.808722338263e+02
1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,-1.877817396820e-05,1.221810131773e-06,-8.839419039468e-09,1.808722338263e+02
1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,-4.076268088634e-06,-7.035493618479e-06,8.791073018032e-09,1.808722338263e+02
1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,-3.502723192035e-06,-6.965759575421e-06,-2.578811069754e-08,1.808722338263e+02
1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,1.536579399934e-05,1.005788730519e-05,3.591277836643e-08,1.808722338263e+02
1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,-1.757234375737e-05,1.393697280979e-06,-3.434010221530e-08,1.808722338263e+02
1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,-1.818716767373e-05,1.292207765759e-06,-8.694571808442e-09,1.808722338263e+02
1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,1.394698285504e-05,1.008250123620e-05,3.581691326777e-08,1.808722338263e+02
1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,1.445852433934e-05,1.013409848424e-05,1.384179484612e-09,1.808722338263e+02
1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,-5.426864528124e-06,-7.663156187316e-06,-1.630004854119e-09,1.808722338263e+02
1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,-6.508713155251e-06,-7.931961809442e-06,-1.629255932884e-09,1.808722338263e+02
1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,1.368273036233e-05,9.832960106558e-06,2.724974891390e-08,1.808722338263e+02
1.871108906926e-05,-9.206657523464e-06,9.810000419617e+00,1.361099821849e-05,9.742055477318e-06,2.573477756636e-08,1.808722338263e+02
